game_id,data_set,date,a1,a2,a3,a4,a5,h1,h2,h3,h4,h5,period,away_score,home_score,remaining_time,elapsed,play_length,play_id,team,event_type,assist,away,home,block,entered,left,num,opponent,outof,player,points,possession,reason,result,steal,type,shot_distance,original_x,original_y,converted_x,converted_y,description
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Kevin Love,Dwyane Wade,Derrick Rose,1,2,0,0:10:51,0:01:09,0:00:00,18,,rebound,,,,,,,,,,,,,,,,team rebound,,,,,,Celtics Rebound
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Kevin Love,Dwyane Wade,Derrick Rose,1,4,0,0:10:48,0:01:12,0:00:03,20,BOS,shot,Kyrie Irving,,,,,,,,,Al Horford,2,,,made,,Jump Shot,20,47,190,20.3,24,Horford 20' Jump Shot (2 PTS) (Irving 1 AST)
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Kevin Love,Dwyane Wade,Derrick Rose,1,4,0,0:10:32,0:01:28,0:00:16,22,BOS,foul,,,,,,,,,,Jayson Tatum,,,t.foul def. 3 sec,,,t.foul def. 3 sec,,,,,,Celtics T.Foul (Def. 3 Sec Tatum ) (B.Forte)
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Kevin Love,Dwyane Wade,Derrick Rose,1,4,1,0:10:32,0:01:28,0:00:00,23,CLE,free throw,,,,,,,1,,1,Kevin Love,1,,,made,,Free Throw Technical,,,,,,Love Free Throw Technical (1 PTS)
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Kevin Love,Dwyane Wade,Derrick Rose,1,4,3,0:10:21,0:01:39,0:00:11,24,CLE,shot,Dwyane Wade,,,,,,,,,Jae Crowder,2,,,made,,Jump Shot,22,217,56,46.7,83.4,Crowder 22' Jump Shot (2 PTS) (Wade 1 AST)
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Kevin Love,Dwyane Wade,Derrick Rose,1,4,3,0:10:05,0:01:55,0:00:16,26,BOS,turnover,,,,,,,,,,Jaylen Brown,,,palming turnover,,,palming turnover,,,,,,Brown Palming Turnover (P1.T1)
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Kevin Love,Dwyane Wade,Derrick Rose,1,4,3,0:09:56,0:02:04,0:00:09,27,BOS,foul,,,,,,,,Dwyane Wade,,Jayson Tatum,,,p.foul,,,p.foul,,,,,,Tatum P.FOUL (P1.T1) (M.McCutchen)
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Kevin Love,Dwyane Wade,Derrick Rose,1,4,5,0:09:49,0:02:11,0:00:07,29,CLE,shot,LeBron James,,,,,,,,,Dwyane Wade,2,,,made,,unknown,12,-117,35,13.3,85.5,Wade 12' Turnaround Fadeaway Bank Jump Shot (2 PTS) (James 1 AST)
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Kevin Love,Dwyane Wade,Derrick Rose,1,4,5,0:09:33,0:02:27,0:00:16,31,BOS,miss,,,,,,,,,,Jaylen Brown,0,,,missed,,unknown,1,-11,6,26.1,5.6,MISS Brown 1' Driving Dunk
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Kevin Love,Dwyane Wade,Derrick Rose,1,4,5,0:09:31,0:02:29,0:00:02,32,CLE,rebound,,,,,,,,,,LeBron James,,,,,,rebound defensive,,,,,,James REBOUND (Off:0 Def:1)
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Kevin Love,Dwyane Wade,Derrick Rose,1,4,7,0:09:29,0:02:31,0:00:02,33,CLE,shot,LeBron James,,,,,,,,,Derrick Rose,2,,,made,,Running Layup,1,-5,11,24.5,87.9,Rose 1' Running Layup (2 PTS) (James 2 AST)
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Kevin Love,Dwyane Wade,Derrick Rose,1,4,7,0:09:22,0:02:38,0:00:07,35,CLE,foul,,,,,,,,Kyrie Irving,,Kevin Love,,,p.foul,,,p.foul,,,,,,Love P.FOUL (P1.T1) (M.McCutchen)
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Kevin Love,Dwyane Wade,Derrick Rose,1,6,7,0:09:14,0:02:46,0:00:08,37,BOS,shot,Al Horford,,,,,,,,,Gordon Hayward,2,,,made,,Fadeaway Jumper,9,-9,91,25.9,14.1,Hayward 9' Fadeaway Jumper (2 PTS) (Horford 2 AST)
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Kevin Love,Dwyane Wade,Derrick Rose,1,6,7,0:08:52,0:03:08,0:00:22,39,CLE,miss,,,,,,,,,,Derrick Rose,0,,,missed,,Jump Shot,26,96,245,34.6,64.5,MISS Rose 26' 3PT Jump Shot
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Kevin Love,Dwyane Wade,Derrick Rose,1,6,7,0:08:49,0:03:11,0:00:03,40,CLE,rebound,,,,,,,,,,Jae Crowder,,,,,,rebound offensive,,,,,,Crowder REBOUND (Off:1 Def:0)
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Kevin Love,Dwyane Wade,Derrick Rose,1,6,7,0:08:49,0:03:11,0:00:00,41,BOS,foul,,,,,,,,Jae Crowder,,Gordon Hayward,,,s.foul,,,s.foul,,,,,,Hayward S.FOUL (P1.T2) (B.Forte)
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Kevin Love,Dwyane Wade,Derrick Rose,1,6,8,0:08:49,0:03:11,0:00:00,43,CLE,free throw,,,,,,,1,,2,Jae Crowder,1,,,made,,Free Throw 1 of 2,,,,,,Crowder Free Throw 1 of 2 (3 PTS)
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Kevin Love,Dwyane Wade,Derrick Rose,1,6,9,0:08:49,0:03:11,0:00:00,44,CLE,free throw,,,,,,,2,,2,Jae Crowder,1,,,made,,Free Throw 2 of 2,,,,,,Crowder Free Throw 2 of 2 (4 PTS)
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Kevin Love,Dwyane Wade,Derrick Rose,1,6,9,0:08:34,0:03:26,0:00:15,45,BOS,miss,,,,,,,,,,Kyrie Irving,0,,,missed,,unknown,3,-7,31,25.7,8.1,MISS Irving 3' Driving Layup
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Kevin Love,Dwyane Wade,Derrick Rose,1,6,9,0:08:33,0:03:27,0:00:01,46,CLE,rebound,,,,,,,,,,Kevin Love,,,,,,rebound defensive,,,,,,Love REBOUND (Off:0 Def:1)
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Kevin Love,Dwyane Wade,Derrick Rose,1,6,9,0:08:21,0:03:39,0:00:12,48,CLE,miss,,,,,,,,,,Dwyane Wade,0,,,missed,,Fadeaway Jumper,15,148,15,39.8,87.5,MISS Wade 15' Fadeaway Jumper
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Kevin Love,Dwyane Wade,Derrick Rose,1,6,9,0:08:18,0:03:42,0:00:03,49,BOS,rebound,,,,,,,,,,Al Horford,,,,,,rebound defensive,,,,,,Horford REBOUND (Off:0 Def:2)
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Kevin Love,Dwyane Wade,Derrick Rose,1,8,9,0:08:02,0:03:58,0:00:16,50,BOS,shot,,,,,,,,,,Kyrie Irving,2,,,made,,Step Back Jump Shot,16,109,121,14.1,17.1,Irving 16' Step Back Jump Shot (4 PTS)
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Kevin Love,Dwyane Wade,Derrick Rose,1,8,9,0:07:49,0:04:11,0:00:13,51,CLE,turnover,,,,,,,,,,Derrick Rose,,,lost ball ,,Kyrie Irving,lost ball ,,,,,,"Irving STEAL (1 STL), Rose Lost Ball Turnover (P1.T1)"
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Kevin Love,Dwyane Wade,Derrick Rose,1,10,9,0:07:42,0:04:18,0:00:07,53,BOS,shot,Jayson Tatum,,,,,,,,,Jaylen Brown,2,,,made,,Running Dunk,2,2,16,24.8,6.6,Brown 2' Running Dunk (2 PTS) (Tatum 1 AST)
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Kevin Love,Dwyane Wade,Derrick Rose,1,10,9,0:07:28,0:04:32,0:00:14,55,CLE,miss,,,,,,,,,,Jae Crowder,0,,,missed,,Jump Shot,26,-53,258,19.7,63.2,MISS Crowder 26' 3PT Jump Shot
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Kevin Love,Dwyane Wade,Derrick Rose,1,10,9,0:07:28,0:04:32,0:00:00,56,BOS,rebound,,,,,,,,,,Gordon Hayward,,,,,,rebound defensive,,,,,,Hayward REBOUND (Off:0 Def:1)
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Kevin Love,Dwyane Wade,Derrick Rose,1,10,9,0:07:22,0:04:38,0:00:06,57,CLE,foul,,,,,,,,Jaylen Brown,,Kevin Love,,,p.foul,,,p.foul,,,,,,Love P.FOUL (P2.T2) (M.Smith)
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Dwyane Wade,Derrick Rose,Tristan Thompson,1,10,9,0:07:22,0:04:38,0:00:00,60,CLE,sub,,,,,Tristan Thompson,Kevin Love,,,,Kevin Love,,,,,,sub,,,,,,SUB: Thompson FOR Love
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Dwyane Wade,Derrick Rose,Tristan Thompson,1,10,9,0:07:22,0:04:38,0:00:00,61,,violation,,,,,,,,,,,,,,,,violation: delay of game violation,,,,,,
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Dwyane Wade,Derrick Rose,Tristan Thompson,1,10,9,0:07:15,0:04:45,0:00:07,62,BOS,miss,,,,,,,,,,Al Horford,0,,,missed,,Jump Shot,25,117,222,13.3,27.2,MISS Horford 25' 3PT Jump Shot
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Dwyane Wade,Derrick Rose,Tristan Thompson,1,10,9,0:07:11,0:04:49,0:00:04,63,BOS,rebound,,,,,,,,,,Kyrie Irving,,,,,,rebound offensive,,,,,,Irving REBOUND (Off:1 Def:0)
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Dwyane Wade,Derrick Rose,Tristan Thompson,1,10,9,0:07:09,0:04:51,0:00:02,64,BOS,miss,,,,,,,,,,Jaylen Brown,0,,,missed,,Jump Shot,26,-218,141,46.8,19.1,MISS Brown 26' 3PT Jump Shot
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Dwyane Wade,Derrick Rose,Tristan Thompson,1,10,9,0:07:06,0:04:54,0:00:03,65,CLE,rebound,,,,,,,,,,LeBron James,,,,,,rebound defensive,,,,,,James REBOUND (Off:0 Def:2)
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Dwyane Wade,Derrick Rose,Tristan Thompson,1,10,9,0:06:59,0:05:01,0:00:07,66,CLE,turnover,,,,,,,,,,Dwyane Wade,,,traveling ,,,traveling ,,,,,,Wade Traveling Turnover (P1.T2)
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Dwyane Wade,Derrick Rose,Tristan Thompson,1,10,9,0:06:59,0:05:01,0:00:00,67,,timeout,,,,,,,,,,,,,,,, timeout: regular,,,,,,CAVALIERS Timeout: Regular (Full 1 Short 0)
0021700001,2017-2018 Regular Season,10/17/2017,Gordon Hayward,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,LeBron James,Jae Crowder,Dwyane Wade,Derrick Rose,Tristan Thompson,1,12,9,0:06:45,0:05:15,0:00:14,68,BOS,shot,,,,,,,,,,Jaylen Brown,2,,,made,,Layup,1,-5,13,25.5,6.3,Brown 1' Layup (4 PTS)
0021700001,2017-2018 Regular Season,10/17/2017,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,Marcus Smart,LeBron James,Jae Crowder,Dwyane Wade,Derrick Rose,Tristan Thompson,1,12,9,0:06:45,0:05:15,0:00:00,71,BOS,sub,,,,,Marcus Smart,Gordon Hayward,,,,Gordon Hayward,,,,,,sub,,,,,,SUB: Smart FOR Hayward
0021700001,2017-2018 Regular Season,10/17/2017,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,Marcus Smart,LeBron James,Jae Crowder,Dwyane Wade,Derrick Rose,Tristan Thompson,1,12,9,0:06:26,0:05:34,0:00:19,72,CLE,miss,,,,,,,,,,LeBron James,0,,,missed,,unknown,17,92,143,34.2,74.7,MISS James 17' Turnaround Fadeaway Bank Jump Shot
0021700001,2017-2018 Regular Season,10/17/2017,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,Marcus Smart,LeBron James,Jae Crowder,Dwyane Wade,Derrick Rose,Tristan Thompson,1,12,9,0:06:23,0:05:37,0:00:03,73,BOS,rebound,,,,,,,,,,Al Horford,,,,,,rebound defensive,,,,,,Horford REBOUND (Off:0 Def:3)
0021700001,2017-2018 Regular Season,10/17/2017,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,Marcus Smart,LeBron James,Jae Crowder,Dwyane Wade,Derrick Rose,Tristan Thompson,1,12,9,0:06:10,0:05:50,0:00:13,74,BOS,turnover,,,,,,,,,,Jaylen Brown,,,step out of bounds turnover,,,step out of bounds turnover,,,,,,Brown Step Out of Bounds Turnover (P2.T2)
0021700001,2017-2018 Regular Season,10/17/2017,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,Marcus Smart,LeBron James,Jae Crowder,Derrick Rose,Tristan Thompson,JR Smith,1,12,9,0:06:10,0:05:50,0:00:00,76,CLE,sub,,,,,JR Smith,Dwyane Wade,,,,Dwyane Wade,,,,,,sub,,,,,,SUB: Smith FOR Wade
0021700001,2017-2018 Regular Season,10/17/2017,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,Marcus Smart,LeBron James,Jae Crowder,Derrick Rose,Tristan Thompson,JR Smith,1,12,9,0:05:59,0:06:01,0:00:11,78,CLE,miss,,,,,,,,,,Derrick Rose,0,,,missed,,Jump Shot,19,112,150,36.2,74,MISS Rose 19' Jump Shot
0021700001,2017-2018 Regular Season,10/17/2017,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,Marcus Smart,LeBron James,Jae Crowder,Derrick Rose,Tristan Thompson,JR Smith,1,12,9,0:05:54,0:06:06,0:00:05,79,BOS,rebound,,,,,,,,,,Marcus Smart,,,,,,rebound defensive,,,,,,Smart REBOUND (Off:0 Def:1)
0021700001,2017-2018 Regular Season,10/17/2017,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,Marcus Smart,LeBron James,Jae Crowder,Derrick Rose,Tristan Thompson,JR Smith,1,12,9,0:05:52,0:06:08,0:00:02,80,BOS,miss,,,,,,,,,,Marcus Smart,0,,,missed,,Pullup Jump Shot,4,-6,44,25.6,9.4,MISS Smart 4' Pullup Jump Shot
0021700001,2017-2018 Regular Season,10/17/2017,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,Marcus Smart,LeBron James,Jae Crowder,Derrick Rose,Tristan Thompson,JR Smith,1,12,9,0:05:49,0:06:11,0:00:03,81,CLE,rebound,,,,,,,,,,LeBron James,,,,,,rebound defensive,,,,,,James REBOUND (Off:0 Def:3)
0021700001,2017-2018 Regular Season,10/17/2017,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,Marcus Smart,LeBron James,Jae Crowder,Derrick Rose,Tristan Thompson,JR Smith,1,12,11,0:05:44,0:06:16,0:00:05,82,CLE,shot,,,,,,,,,,LeBron James,2,,,made,,Jump Shot,22,-145,162,10.5,72.8,James 22' Jump Shot (2 PTS)
0021700001,2017-2018 Regular Season,10/17/2017,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,Marcus Smart,LeBron James,Jae Crowder,Derrick Rose,Tristan Thompson,JR Smith,1,14,11,0:05:31,0:06:29,0:00:13,83,BOS,shot,,,,,,,,,,Kyrie Irving,2,,,made,,Pullup Jump Shot,16,65,142,18.5,19.2,Irving 16' Pullup Jump Shot (6 PTS)
0021700001,2017-2018 Regular Season,10/17/2017,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,Marcus Smart,LeBron James,Jae Crowder,Derrick Rose,Tristan Thompson,JR Smith,1,14,13,0:05:08,0:06:52,0:00:23,84,CLE,shot,,,,,,,,,,Derrick Rose,2,,,made,,unknown,1,8,6,25.8,88.4,Rose 1' Driving Layup (4 PTS)
0021700001,2017-2018 Regular Season,10/17/2017,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,Marcus Smart,LeBron James,Jae Crowder,Derrick Rose,Tristan Thompson,JR Smith,1,14,13,0:04:56,0:07:04,0:00:12,86,BOS,miss,,,,,,,,,,Kyrie Irving,0,,,missed,,Jump Shot,25,64,237,18.6,28.7,MISS Irving 25' 3PT Jump Shot
0021700001,2017-2018 Regular Season,10/17/2017,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,Marcus Smart,LeBron James,Jae Crowder,Derrick Rose,Tristan Thompson,JR Smith,1,14,13,0:04:52,0:07:08,0:00:04,87,CLE,rebound,,,,,,,,,,Derrick Rose,,,,,,rebound defensive,,,,,,Rose REBOUND (Off:0 Def:2)
0021700001,2017-2018 Regular Season,10/17/2017,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,Marcus Smart,LeBron James,Jae Crowder,Derrick Rose,Tristan Thompson,JR Smith,1,14,13,0:04:47,0:07:13,0:00:05,88,CLE,miss,,,,,,,,,,JR Smith,0,,,missed,,Jump Shot,25,-70,243,18,64.7,MISS Smith 25' 3PT Jump Shot
0021700001,2017-2018 Regular Season,10/17/2017,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,Marcus Smart,LeBron James,Jae Crowder,Derrick Rose,Tristan Thompson,JR Smith,1,14,13,0:04:43,0:07:17,0:00:04,89,BOS,rebound,,,,,,,,,,Marcus Smart,,,,,,rebound defensive,,,,,,Smart REBOUND (Off:0 Def:2)
0021700001,2017-2018 Regular Season,10/17/2017,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,Marcus Smart,LeBron James,Jae Crowder,Derrick Rose,Tristan Thompson,JR Smith,1,14,13,0:04:39,0:07:21,0:00:04,90,BOS,miss,,,,,,,,,,Marcus Smart,0,,,missed,,Running Layup,2,3,22,24.7,7.2,MISS Smart 2' Running Layup
0021700001,2017-2018 Regular Season,10/17/2017,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,Marcus Smart,LeBron James,Jae Crowder,Derrick Rose,Tristan Thompson,JR Smith,1,14,13,0:04:33,0:07:27,0:00:06,91,BOS,rebound,,,,,,,,,,Jayson Tatum,,,,,,rebound offensive,,,,,,Tatum REBOUND (Off:1 Def:0)
0021700001,2017-2018 Regular Season,10/17/2017,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,Marcus Smart,LeBron James,Jae Crowder,Derrick Rose,Tristan Thompson,JR Smith,1,14,13,0:04:33,0:07:27,0:00:00,92,BOS,miss,,,,,,,,,,Jayson Tatum,0,,,missed,,unknown,1,0,-6,25,4.4,MISS Tatum 1' Tip Layup Shot
0021700001,2017-2018 Regular Season,10/17/2017,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,Marcus Smart,LeBron James,Jae Crowder,Derrick Rose,Tristan Thompson,JR Smith,1,14,13,0:04:33,0:07:27,0:00:00,93,CLE,rebound,,,,,,,,,,Tristan Thompson,,,,,,rebound defensive,,,,,,Thompson REBOUND (Off:0 Def:1)
0021700001,2017-2018 Regular Season,10/17/2017,Jayson Tatum,Al Horford,Jaylen Brown,Kyrie Irving,Marcus Smart,LeBron James,Jae Crowder,Derrick Rose,Tristan Thompson,JR Smith,1,14,15,0:04:31,0:07:29,0:00:02,94,CLE,shot,,,,,,,,,,LeBron James,2,,,made,,Running Layup,1,9,11,25.9,87.9,James 1' Running Layup (4 PTS)
